epoch,auc_roc,loss,lr,val_auc_roc,val_loss
0,0.7102940702760542,0.5011834550548244,0.001,0.7207274508476257,0.6088798689842224
1,0.7234030011537913,0.4858165089343045,0.001,0.7218449425697326,2.316573543548584
0,0.7060842900662809,0.5010249344883738,0.001,0.724524917602539,0.602048659324646
1,0.7282232311931817,0.4906887158348754,0.001,0.7229343509674072,2.7444244766235353
0,0.7745541801323762,0.46293814681671763,0.7017151181762283,48.560213192089186,0.5006207477402043,0.001,7.289075200622146,0.7538144278526306,0.4760038471221924,0.7194172334671021,74.00727935791015,0.7629616498947144,7.1790886497497555
1,0.7829478858290492,0.4791367843344405,0.7219481049357234,46.80421478683884,0.4825176765789857,0.001,7.2701972497476115,0.770721640586853,0.48738702178001403,0.7268685841560364,56.80899444580078,0.5856597352027894,7.255836410522461
