epoch,acc,auc_pr,auc_roc,hamming_loss,loss,lr,ranking_loss,val_acc,val_auc_pr,val_auc_roc,val_hamming_loss,val_loss,val_ranking_loss
0,0.9782588127548835,0.22055581970267002,0.8445129254740964,25.857892885356218,0.0975769524562471,0.001,7.631410939175689,0.9790081393828086,0.3070526236241017,0.890579463910619,25.238408905869232,0.09523926997950317,7.734308996113069
1,0.9815962402464774,0.33675477196607995,0.895453204496228,16.015935476322504,0.06043749108168523,0.001,7.596661365543757,0.9763320120102769,0.3504499374726497,0.8948972595941036,52.88068319198189,0.19954972655401318,7.972683134866417
2,0.9820511584063801,0.3584915912366539,0.8938757953707265,15.450751985030378,0.05830472359811485,0.001,7.608569753750877,0.9790981582545359,0.3707905212126741,0.8961838060562763,31.02707275250636,0.11708328230391948,7.829656316599714
3,0.9822246403397976,0.3796924718717696,0.8978267193688619,15.182302706664535,0.057291707224448034,0.001,7.625442124521925,0.9787225304393593,0.3885159161112724,0.9005040582166899,26.151277276135367,0.09868405565209346,7.875922542537024
4,0.9824884690633283,0.39608783266853104,0.9023676735709404,14.962117740138254,0.05646082061547853,0.001,7.644988438388799,0.9756067233348111,0.3981076914782918,0.9023097433081461,70.74190196466009,0.26695055371030757,7.95289795551825
5,0.9825534178597336,0.39932251356130055,0.9022631573483746,14.840941203941778,0.05600355068747583,0.001,7.648623134934309,0.9755876851738046,0.4015597876058806,0.9027041036054628,43.50320192739504,0.16416301046489576,7.808324914459789
6,0.9826734981485435,0.40344622088109655,0.903033849257988,14.642671412848244,0.05525536271911959,0.001,7.658947539623152,0.9787917657729682,0.40763983917892527,0.9037020198795773,36.18963234927676,0.1365646339474468,7.6893662058979
7,0.982725456337625,0.41108911453305214,0.9042425461026254,14.653905808310114,0.055297756773908885,0.001,7.659560445527134,0.9802250352474527,0.4156310906650823,0.9056026832773051,21.771899795532228,0.0821581058272528,7.777205521469816
8,0.9829000935151091,0.4200213813023971,0.9068632061111437,14.382003442044558,0.05427171020177076,0.001,7.662494830418443,0.9790912273826949,0.4233448161444533,0.9074842056003185,30.44233642718114,0.11487672844337761,7.86380726700529
9,0.9830037205282918,0.4265696828790077,0.9080925455310774,14.281888488128155,0.053893917746791184,0.001,7.6677360326760695,0.9809555225416061,0.43028172905291984,0.9089925951913956,22.614593509359096,0.08533808156301122,7.713508492216058
10,0.9831772022200627,0.43388951586152347,0.9099637105882027,14.090573199968171,0.05317197359228092,0.001,7.68004477026814,0.9806612475202718,0.43710434327431774,0.9106776188272949,24.981647393462854,0.09427035686072953,7.856568315488483
11,0.9832014494834803,0.43999465162447854,0.9113820253147652,14.033034220838259,0.05295484518686578,0.001,7.683602714414559,0.9795447542033064,0.4426616472935458,0.9120852121519386,23.760787431909403,0.08966334082117867,7.819427147261593
12,0.9833457753669784,0.44512911659889026,0.9127747338394268,13.91827052113549,0.05252177481730685,0.001,7.688258952375196,0.9809624477263984,0.44787627196093216,0.9132644814088804,27.553881746694582,0.10397689722546744,7.843639956483053
13,0.9833807039350227,0.4504471144442404,0.9137592055333797,13.85543418530616,0.05228465615649819,0.001,7.695117941466613,0.9773377234782648,0.45154242154655105,0.91376808663027,40.32476270483174,0.1521688947983838,7.887449527005537
14,0.9834395886735035,0.45274757905788066,0.9138672973644046,13.697682989954009,0.051689368541230844,0.001,7.703007327874708,0.9795741833678079,0.45453354338987156,0.9141138769071037,32.37790091278356,0.12218074402131072,7.824873374798976
15,0.9835527415055995,0.4563406585192595,0.9144083102869384,13.578076645582607,0.05123802412699962,0.001,7.704139154068433,0.9817310094833374,0.4588548152271761,0.9150280519362983,22.537320058280176,0.08504648175808267,7.846487332265311
16,0.9837181389646414,0.46137966844005684,0.915661264084132,13.476574233046433,0.05085499595560331,0.001,7.71788067971977,0.9807668412497285,0.46341998489624864,0.916138690108553,25.200325453172038,0.09509555620884677,7.908978169992429
17,0.9836061431319696,0.46529202155582505,0.9165849127510862,13.664297564779437,0.051563385841832426,0.001,7.7090820836134535,0.9810247629060658,0.467217899571865,0.9171320135440302,20.658729645965295,0.077957465110022,7.7594232541705495
18,0.9838021395584514,0.46921677701759384,0.917692650944749,13.356349506420484,0.05040131774602392,0.001,7.719568601337048,0.979813058770031,0.470781353799575,0.9181034981657605,25.56683763976491,0.09647862410873448,7.864141604222289
19,0.9839268379465657,0.47245086242015877,0.9185477923546298,13.187964775107625,0.04976590352891909,0.001,7.722268545900245,0.9814315415303642,0.474423329819233,0.918990242262499,23.725148283232244,0.0895288510880339,7.7646838083179714
20,0.9839857231820176,0.47641903881015224,0.9194716960271516,13.124336951530163,0.04952579852517594,0.001,7.7313561643409185,0.9810403421384479,0.4779405172811736,0.9196092744486047,33.79640763309024,0.1275335945394061,7.891519592005179
21,0.9841006105033494,0.4794753445920059,0.9197922313595424,13.058457426877847,0.04927719665046818,0.001,7.737810348922763,0.9810143758397584,0.48106722459880585,0.9201033883138534,27.439863117463,0.10354664039994599,7.931604668853479
22,0.9841205261737179,0.48269904853463635,0.9204357134660291,12.977493724707736,0.04897167283611638,0.001,7.734951538763497,0.9800778974086867,0.48381792842794996,0.92069788394718,31.078937383529244,0.11727899794868372,7.800869733477951
23,0.984232235787375,0.485114376291269,0.9210165866995372,12.91874783166573,0.04874999032643014,0.001,7.745402294648575,0.9814142378098374,0.48665576522503423,0.9212901119792133,28.129118572900055,0.10614760217316654,7.921499422930796
24,0.9842608122592912,0.4882071739876087,0.9215744347768562,12.859356142372487,0.04852587051258194,0.001,7.746577637147987,0.981360575365364,0.4896172636692677,0.9217725932051283,30.56100585657522,0.11532453474921918,7.950493709319228
25,0.9842706265449889,0.4908813100792898,0.9219250959371779,12.940916269308643,0.04883364472983626,0.001,7.747238947440058,0.9791258516661617,0.49171745022502517,0.921925537739325,42.64057071230827,0.16090779320909343,7.979862969074774
26,0.9844244813796876,0.4926659782441839,0.921950357838249,12.71902116703876,0.04799630460611109,0.001,7.75115450989869,0.9797420947923573,0.49384550955317436,0.92224796616703,25.304602400753478,0.09548905677751664,7.833971537143812
27,0.9845552392253221,0.49509854493797356,0.9225534270426697,12.638513746927629,0.04769250285970374,0.001,7.752439223296566,0.9811442044896816,0.4965150985149069,0.9228883578142989,23.787377446725827,0.08976367973132965,7.8012896774012015
28,0.984570249474004,0.4979701702782421,0.923214362545403,12.617139449127228,0.04761184499398356,0.001,7.756712099975665,0.9808620466004818,0.4992834864406411,0.9234885299971344,24.43583117843768,0.0922106743815842,7.85044811756239
29,0.984582373668795,0.5006411827113008,0.9237878309059989,12.518068134871326,0.04723799122206922,0.001,7.758794948792645,0.9815648355615249,0.5020093362265771,0.9240499735972203,24.526464266295825,0.09255268461660508,7.789474373563714
30,0.9846998558279332,0.5034367834100086,0.9243178898918138,12.442526480876742,0.046952928083668174,0.001,7.7631924594268416,0.9798165227295061,0.5044320560376578,0.9245227162991095,28.76672892439256,0.1085536822129827,7.948070504249783
31,0.985188259962075,0.5057491155122276,0.9248067882525514,11.882828104790537,0.04484085842384574,0.00020000001,7.780551288356415,0.9811199660694927,0.5072658853793363,0.9251183929793332,25.56309146006173,0.09646448493003845,7.880841594661048
32,0.985250898863065,0.5088272283119734,0.9254359430766348,11.739037946727166,0.04429825412614302,0.00020000001,7.78274563401493,0.9802683075633618,0.5102474711356907,0.9257403711660193,25.683797717313155,0.096919981670489,7.858543677723736
33,0.9853126713241659,0.511673801108325,0.9260350765188368,11.64874022138116,0.04395750797968701,0.00020000001,7.787032730858592,0.9812705653523086,0.5131567469430626,0.9263362452524517,25.671797729632175,0.09687469825832122,7.887545834112605
34,0.9853897434901162,0.5146731247471876,0.9266459385620867,11.574905667063893,0.04367888692926291,0.00020000001,7.791943649212331,0.9812740261401606,0.5160556175293178,0.926912986466644,26.356850825318503,0.09945980324110854,7.9214540744046555
35,0.9854064830440301,0.5174388307050768,0.927181496367042,11.557418878684127,0.04361289884596733,0.00020000001,7.792576696261208,0.9813138407304747,0.5188177857923946,0.9274507813497421,24.710160542409355,0.09324587848755198,7.89583848550779
